Date,ESGU,SUSA,ICLN,SPY,VTI,DIA
2019-01-03,-0.023304940986320754,-0.026159966106666942,-0.008513555826132457,-0.023962623189144005,-0.023273675368578727,-0.0285539561456264
2019-01-04,0.0363758893380217,0.034444676804252325,0.030203110790021793,0.033395845265938404,0.03300070257643227,0.033245049321326534
2019-01-07,0.0063968128577431725,0.010709111040728015,0.008135141029252935,0.007784646042290999,0.00998542048637584,0.004509851720554836
2019-01-08,0.01119667579810656,0.010306537796737281,0.011568691990838865,0.009295061692065055,0.010191935501707262,0.010776821383794422
2019-01-09,0.002559426399749254,0.0033961927852579235,0.00797396914004932,0.004573519837264717,0.0046132279520045725,0.004103214909882069
2019-01-10,0.003967244251474644,0.004043070419083905,0.011341544873899146,0.0034277287220072397,0.004818482556141246,0.004420178760277105
2019-01-11,-0.0001879925069227072,0.0005561031438196973,0.005556146919590821,0.0002862253520108272,0.00012580305380670574,-0.0005998687106746447
2019-01-14,-0.0033584557713115634,-0.006003493746263644,-0.004599303560439372,-0.006201081946307763,-0.006423302886304561,-0.0040183378122114035
2019-01-15,0.00908878786395716,0.010269748822922631,-0.00574999062658067,0.011361046092110517,0.010809315516062668,0.007014264287290783
2019-01-16,0.002526585455122843,0.001952241478352812,0.0033092566440306895,0.002319932053441709,0.0027472637352414678,0.004969997200940479
2019-01-17,0.007584309941087264,0.007628241964579441,0.014622304745468762,0.007486860992490063,0.007970615080720379,0.00792121963585778
2019-01-18,0.010454654240186202,0.014868130624249732,-0.0012158928435422988,0.01320950446623036,0.012872617804297482,0.013954086473618055
2019-01-22,-0.013974420551666322,-0.013573070126681974,-0.012390515950074576,-0.013610054469919263,-0.013784564717010738,-0.012445379426976
2019-01-23,0.005117247192047525,0.001653262924643506,0.012343452400274114,0.0019923023312469093,0.0009387459902905238,0.006948792705409701
2019-01-24,0.000246122913613689,-0.00028399915241384956,0.022246403235343982,0.00043142941919115395,0.0019748942156934015,-0.0011172373395883616
2019-01-25,0.007855670247710823,0.011231981645238188,0.006457238706866863,0.00836142976318065,0.009293654892402737,0.007721784751393279
2019-01-28,-0.006620077234438038,-0.008754280313787898,-0.005528805627640143,-0.007700206758705208,-0.007427198721470141,-0.00935660529296679
2019-01-29,-0.0025180937354993935,-0.002121852754444775,0.010817332515579581,-0.001427004032162349,-0.0015026764303947115,0.002388947420477672
2019-01-30,0.016174231717076538,0.014909449561589117,0.006379118034029785,0.01573069335585985,0.014979736245842357,0.01809178978667102
2019-01-31,0.008929008372975156,0.009606725823353635,0.018140557895370824,0.008682433023051928,0.008711482542097072,-0.00033948846158838854
2019-02-01,-0.0006065429530729527,0.001696955622507479,0.0009536818059070363,0.0003815327464642305,0.0013436478571786537,0.0013393014765330391
2019-02-04,0.00503525713861962,0.00797187088317174,-0.0011525727291729182,0.006935373039446568,0.0070365352974439575,0.007245957657837187
2019-02-05,0.0069750030681996365,0.005149065457809898,0.007276102501040149,0.004091971133515215,0.004051249634067433,0.00639952487779748
2019-02-06,-0.0005171532518075783,-0.0005422968220784141,-0.006376127336588888,-0.0014182509953385547,-0.001097998477164086,-0.0004544362862922812
2019-02-07,-0.009782711060720494,-0.009220011076798162,-0.01062616664171524,-0.009632866879514267,-0.009589089340405265,-0.007859743310913225
2019-02-08,-0.0012802112218339822,0.00016807406550588554,-0.0022277623140303346,0.001121852704305526,0.0009081362758702638,-0.0024024849338288965
2019-02-11,0.004119411680669971,0.0035625471317803806,0.008428863632849327,0.00045441818265178356,0.0019868272158560687,-0.0016123369235746643
2019-02-12,0.01149691403552432,0.01351808650106644,0.008356626971949933,0.012759473521649401,0.012394582734099869,0.014206355814889039
2019-02-13,0.00471792366063738,0.003237012558255692,0.0009481593280931011,0.003146889677564813,0.0030205817915871405,0.004889519132612807
2019-02-14,-0.001257574951116458,-0.002900719398313389,0.009324102876256946,-0.002318280262682115,-0.0018676433800863923,-0.0026018812280126477
2019-02-15,0.006604338478026983,0.008764365459957835,-0.004249470115859311,0.010797303976477258,0.010878361095021816,0.016358234737704914
2019-02-19,0.0039286755210137135,0.0031187361196887034,0.007191476679730957,0.0016303843868798907,0.001861101819663913,0.0005186383607944545
2019-02-20,0.000882447403873099,0.0014608830599882495,-0.005270342917342419,0.0019156721432933455,0.0019980253185549637,0.0025658412479179107
2019-02-21,-0.004893717405989329,-0.0016584505010014516,0.006136874091721356,-0.003655818945025102,-0.003518886945848465,-0.003837555921612068
2019-02-22,0.007676201292176932,0.005883603307564644,0.009197324892835635,0.006099768125789706,0.006481600150791011,0.006243310751771858
2019-02-25,0.002020622525345395,0.0018825986041972498,0.003994472008879135,0.001261097313094639,0.0013601256513973037,0.002667541334072865
2019-02-26,0.00038840209470224495,-0.0009605102927798925,0.0019388346519775169,-0.0008147429877218948,-0.0019750406807140905,-0.0014415017577353972
2019-02-27,-0.0004253739643300779,0.0023971451137472124,-0.007221189620594937,-0.000529895616008924,0.0002479918322106812,-0.0026715380022378607
2019-02-28,-0.0030297983566246575,-0.0031061868176392,-0.0062476248916051415,-0.0019624837996203956,-0.0021866320313009943,-0.002370233818589484
2019-03-01,0.005450240917654658,0.00679183760992007,-0.0011309778508651446,0.006143530344591574,0.006591778404159132,0.004296582497433687
2019-03-04,-0.005473585182073315,-0.004891337478892155,0.001964191410168226,-0.0037373537721959835,-0.004739456653944496,-0.008317613896104647
2019-03-05,0.001222247167545587,-0.0013034389533845947,0.007108874126951814,-0.0014603177176084725,-0.00197851436160269,-0.0004486344207045411
2019-03-06,-0.007108871788992566,-0.0070719788579030165,-0.013392545358075669,-0.006156659715978352,-0.007696484148527982,-0.005212050188460615
2019-03-07,-0.011098061335961262,-0.008421100591207386,-0.014607504776651636,-0.008465518037185881,-0.007895658039075226,-0.008119719174793937
2019-03-08,-0.0003157299854200767,-0.0008865756388865109,-0.0011515755913768077,-0.0020998642712837354,-0.0021530077000000533,-0.0004923731041370893
2019-03-11,0.015388674457075247,0.015295320480098507,0.023057918091762487,0.014401245020074772,0.014582509613001216,0.007948243061333782
2019-03-12,0.002842661553254622,0.0030010378373159677,0.00813031439914801,0.0036707574045253713,0.003254946503443701,-0.0036052854558929035
2019-03-13,0.007886881023238413,0.007028392919490522,0.008063448704112453,0.0065190968412860316,0.006309327302561385,0.005723634712419201
2019-03-14,-0.0006013633325483547,0.001264165910445969,-0.005160656697224775,-0.0007396092463417658,-0.0009307264273856863,0.0006383946668697571
2019-03-15,0.004770076585129501,0.005776018230016155,-0.0001,0.004840432947143858,0.004542029663517455,0.005133576648264071
2019-03-18,0.0039250502690788445,0.003201887864507469,0.010072794414633258,0.0035260227768663,0.003623913394455325,0.002416042209721903
2019-03-19,-0.001863897943792947,-0.0006908122954085826,-0.005135175403099279,0.00014772095521297111,-0.0003063896744756155,-0.000524914281753841
2019-03-20,-0.0009867191593950885,-0.002844941764990627,0.006985046111678927,-0.0031097629707442895,-0.004222673933832255,-0.006241872319011421
2019-03-21,0.011436970578975626,0.011029029565924098,-0.012160255343675163,0.011194859347590558,0.01162987289306371,0.008800428810326711
2019-03-22,-0.01956087262420104,-0.018752417061285064,-0.019428670298346728,-0.01934633722078517,-0.020969770965007527,-0.01789833648921647
2019-03-25,-0.0014016660329030483,-0.001384074887356268,-0.002174680936759554,-0.0008519660786081684,-0.0007866221088283054,0.0003320402347957053
2019-03-26,0.007393122109844652,0.007100752843769864,0.007176316951216444,0.007353629626679836,0.007609466538409204,0.005349143486838004
2019-03-27,-0.005435257053045606,-0.005121313041623121,-0.009387838349335997,-0.005328630022652947,-0.00469017336346379,-0.0014645673670360515
2019-03-28,0.00331333762392404,0.00563116047721367,0.012400062498682186,0.003690370660794018,0.004301405532234781,0.0036873663450254115
2019-03-29,0.0065418119910549575,0.005683621638561387,0.004015210875303976,0.006205397757186304,0.006508661249495551,0.007873750371018885
2019-04-01,0.011921268970071609,0.012838883967612336,0.009121223514414013,0.011759346670980875,0.01150912385528734,0.012480932294659509
2019-04-02,0.0021739587009883435,-0.00043391950725081275,0.0039608988639780905,0.000389493664434848,-0.0001685356365629497,-0.002767655163393845
2019-04-03,-0.0004173457993205231,0.003824934621661658,0.0009111714184548592,0.001474142739017903,0.002290923036846182,0.0010849555575198511
2019-04-04,0.002121992648340221,0.000898592664537945,0.007980778270813883,0.002553196301989347,0.002012752271018037,0.006693281444120724
2019-04-05,0.004808615834227969,0.004054845481977975,0.011924317759416814,0.004740193744588328,0.00493239151088497,0.001340907178067663
2019-04-08,0.0028943909200940146,0.0010588393118593387,-0.001090146779135226,0.0006623702318255709,0.0007802898672053416,-0.0036590267603888835
2019-04-09,-0.007641516494081413,-0.006382681624477982,-0.007037586745688007,-0.005225128084212061,-0.006117280259445701,-0.0065958965181692865
2019-04-10,0.00480746123735053,0.00472500112148676,0.011875793484835018,0.003311282311290842,0.004525352232820345,0.0002443312252218167
2019-04-11,0.000687575338320412,0.0009763718012876122,-0.00996179451442426,-0.0003776763926651826,-0.0001680425099309767,-0.0008649540538873234
2019-04-12,0.006511152850271251,0.007508502733254418,-0.0020919204894682794,0.006665878232998679,0.00660327442149321,0.010114248632641532
2019-04-15,-0.0005691378089198839,-0.0023981905694863245,0.006886053095044964,-0.0007549832903371966,-0.0009069109604132985,-0.001084249893954181
2019-04-16,0.0013079427736255478,6.444617334920863e-05,-0.0010912315563452845,0.0005554125746218719,0.00016922555671515803,0.0026292488246164483
2019-04-17,-0.004161613389524599,-0.0045415859246768055,0.004860454251276447,-0.0025467887371828477,-0.0038011971838375455,-0.0001
2019-04-18,0.0022842988394899846,0.0028743368215244816,-0.003061437550801582,0.0018691842848676977,0.001385726936461651,0.004393452771239692
2019-04-22,0.0014336371334204734,-0.00042939469197290626,-0.0001,0.0007619348363714252,0.00016975220516711752,-0.0019452028685640443
2019-04-23,0.008024755923421879,0.007892675011647688,0.008810597824880018,0.008891578426233993,0.009946473998215122,0.005219593340346706
2019-04-24,-0.0002548460676021879,-0.00034535582095752683,-0.005006804707370594,-0.002318985045678634,-0.0014346459935504873,-0.002201457164683684
2019-04-25,-0.0011851306093498936,-0.006068873453579882,-0.004044450252858056,-0.0007161454451028004,-0.0017714150305684461,-0.005327282354436258
2019-04-26,0.001451749690362758,0.00327262317955811,0.0018798803083632687,0.0045569410716637,0.005323547945605067,0.0029621661321232898
2019-04-29,0.0034637350865505015,0.0004737511881469537,-0.0001,0.0014677097513209226,0.001365301595026336,0.00027689352472947136
2019-04-30,0.0011352173781842168,0.001866322286833133,0.003852864230965636,0.00041022407897982625,-3.362090096393758e-05,0.0012185976093927909
2019-05-01,-0.008581149648411956,-0.00901309127543649,-0.00403730061619324,-0.0076164943243761775,-0.007547150418352089,-0.006270117669249242
2019-05-02,-0.0038324774920276525,-0.0012552322563858076,-0.005040642078284818,-0.002259323226307519,-0.0017749966137887818,-0.004908498451283172
2019-05-03,0.01092070161831592,0.010390814684212425,0.014795934147236112,0.009688358864995628,0.010703903002220228,0.00785074435940335
2019-05-06,-0.0037439711507887383,-0.005658915434323186,-0.01575551655924957,-0.004215403665922668,-0.003286647202275017,-0.002741938855493575
2019-05-07,-0.016836060373077066,-0.01736239296396803,0.005863880034091984,-0.016799708363066223,-0.01734900002279983,-0.018073911346411353
2019-05-08,0.0024214983431287587,-0.0006020526182474284,-0.004052451797627044,-0.0014894121359484535,-0.0017268741929514885,0.0004394706797285931
2019-05-09,-0.0067026399086644985,-0.0021920620658140264,-0.008036685395049436,-0.0031254013298899317,-0.00329037226109764,-0.004798442571024253
2019-05-10,-0.001049560395220539,0.0030867411375465783,0.007900180309267747,0.00492328644136929,0.004530591889216662,0.005626721426591918
2019-05-13,-0.020850799266497255,-0.025012443808981055,-0.027877881295260375,-0.02523011951487587,-0.025382630069911826,-0.024915379889638222
2019-05-14,0.00944347837886238,0.007101945634901063,0.011124395923961517,0.008943272348880694,0.00894005047012868,0.00913168609894387
2019-05-15,0.005780734497387907,0.0035601249698791085,0.0019183669390883007,0.005757709175850267,0.005826610107964247,0.004239216422700076
2019-05-16,0.008390357976165486,0.009398737763094845,0.007956259628720808,0.009161209142248595,0.008944099564514908,0.008619017079776848
2019-05-17,-0.00532825225141188,-0.006820961903826095,-0.013086809919360964,-0.0065648891508720665,-0.007161504255636009,-0.004262658112759732
2019-05-20,-0.007070545985144794,-0.007120303205931611,-0.003136584121681396,-0.006712258529868576,-0.007211491946161453,-0.0030907690492212423
