Ticker,Group,Ann. Return,Ann. Volatility,Sharpe,Sharpe 95% CI low,Sharpe 95% CI high
ESGU,ESG,0.17889785814996897,0.20196030924521274,0.7478579633530914,0.006523701357368462,1.4937372435038283
SUSA,ESG,0.17737853339957227,0.19967654246521363,0.7487898986363215,-0.000994301108345151,1.4844244751783602
ICLN,ESG,0.15549626530957972,0.2991494282368816,0.42660161586962003,-0.33518824600178915,1.1627550966615805
SPY,Traditional,0.1796812947968843,0.19784623247351077,0.7673707797131832,0.026486390656628472,1.5136796293918284
VTI,Traditional,0.17540273596847952,0.20246543640890738,0.7287299773870839,-0.014818546748903219,1.4747695185596752
DIA,Traditional,0.14189276204160373,0.19163057831529956,0.5950517358637465,-0.1371599351642882,1.336331664032924
